ticker,passed,score,base_duration_weeks,base_range_pct,vol_ratio_4w,rs_trend,sma30w_slope_pct,price_vs_base_high_pct,current_price,c1_base_downtrend,c2_moving_avg,c3_volume,c4_rel_strength,c5_proximity,c6_no_overhead,up_high_vol_weeks,overhead_count,rs_at_52w_high,current_stage,current_stage_name,weeks_in_stage,stage2_emerged,weeks_since_emergence,rvol_at_emergence,mansfield_rp,market_cap,avg_daily_vol,avg_daily_dollar_vol
MKSI,False,0,0,,,,,,279.11,False,False,False,False,False,False,0,0,False,3,Stage 3 (top),1,False,,,11.24,18872735622.888428,1161950.0,324311864.5
KTOS,False,0,0,,,,,,57.17,False,False,False,False,False,False,0,0,False,4,Stage 4 (decline),16,False,,,-30.88,10732027920.861984,3745790.0,214146814.3
M,False,0,0,,,,,,22.82,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),14,False,,,1.55,6002526030.007187,4756890.0,108552229.8
MANH,False,0,0,,,,,,214.56,False,False,False,False,False,False,0,0,False,1,Stage 1 (base),8,False,,,16.69,12509914649.973877,860840.0,184701830.4
MLI,False,0,0,,,,,,63.22,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),5,False,,,-2.32,13983087619.356812,945920.0,59801062.4
MMS,False,0,0,,,,,,58.22,False,False,False,False,False,False,0,0,False,4,Stage 4 (decline),21,False,,,-28.99,3048269025.773285,683970.0,39820733.4
MORN,False,0,0,,,,,,215.97,False,False,False,False,False,False,0,0,False,1,Stage 1 (base),4,False,,,-0.51,8101805974.662933,320710.0,69263738.7
MAT,False,0,0,,,,,,14.51,False,False,False,False,False,False,0,0,False,4,Stage 4 (decline),22,False,,,-23.0,4145507065.3915405,3140530.0,45569090.3
MOG-A,False,0,0,,,,,,389.14,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),48,False,,,19.97,12324519168.59314,256390.0,99771604.6
MSM,False,0,0,,,,,,119.81,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),22,False,,,13.01,6690944827.036499,656510.0,78656463.10000001
MSA,False,35,50,29.91,1.21,rising,12.92,-8.79,189.43,False,True,True,False,False,False,2,6,False,2,Stage 2 (advance),5,False,,,0.26,7307885002.714172,258570.0,48980915.1
MTSI,False,0,0,,,,,,266.61,False,False,False,False,False,False,0,0,False,3,Stage 3 (top),1,False,,,4.7,20361252795.19519,1349010.0,359659556.1
MTZ,False,0,0,,,,,,266.26,False,False,False,False,False,False,0,0,False,3,Stage 3 (top),4,False,,,-13.4,21381996238.708008,1569350.0,417855131.0
MUR,False,0,0,,,,,,37.41,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),1,True,0.0,0.93,3.23,5362707616.286591,1944720.0,72751975.19999999
MP,False,0,0,,,,,,60.05,False,False,False,False,False,False,0,0,False,1,Stage 1 (base),2,False,,,-9.52,10695000223.519272,7313450.0,439172672.5
MZTI,False,0,0,,,,,,111.63,False,False,False,False,False,False,0,0,False,4,Stage 4 (decline),26,False,,,-30.61,3061160315.712181,266130.0,29708091.9
NBIX,False,0,0,,,,,,152.57,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),11,False,,,-5.01,15508616289.670837,1240920.0,189327164.4
MTN,False,45,55,31.46,0.73,rising,12.52,-4.79,152.81,True,True,False,False,True,False,1,14,False,2,Stage 2 (advance),3,True,2.0,0.52,1.15,5445159021.064087,478990.0,73194461.9
MTG,False,60,53,24.24,0.87,rising,7.59,-2.57,30.9,False,True,False,False,True,True,1,0,False,2,Stage 2 (advance),1,True,0.0,0.7,2.46,6338357477.751083,1443590.0,44606931.0
NLY,False,15,29,20.04,1.0,rising,12.56,-3.14,23.16,False,True,False,True,True,True,2,0,False,2,Stage 2 (advance),11,False,,,0.32,17456026361.712303,5850980.0,135508696.8
MUSA,False,0,0,,,,,,569.72,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),24,False,,,11.93,10471650754.353271,267990.0,152679262.8
MOH,False,0,0,,,,,,200.29,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),10,False,,,3.58,10455137649.536133,538880.0,107932275.2
NNN,False,15,24,19.89,0.92,rising,31.93,-7.99,45.83,False,False,False,False,False,True,0,0,False,2,Stage 2 (advance),26,False,,,-1.76,8719074300.264816,1307210.0,59909434.3
MTDR,False,0,0,,,,,,58.38,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),2,True,1.0,1.21,8.18,7224771262.263763,2237440.0,130621747.2
NOVT,False,0,0,,,,,,145.24,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),20,False,,,0.81,5492653122.539215,350120.0,50851428.800000004
NOV,False,0,0,,,,,,20.42,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),7,False,,,6.69,7279283339.697123,2916490.0,59554725.800000004
NTNX,False,0,0,,,,,,67.64,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),2,True,1.0,0.57,14.52,18284479063.769455,2271600.0,153651024.0
NVST,False,0,0,,,,,,27.2,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),11,False,,,2.62,4368801807.341587,2827350.0,76903920.0
NJR,False,0,0,,,,,,53.52,False,False,False,False,False,False,0,0,False,3,Stage 3 (top),1,False,,,-4.75,5430564516.36834,564160.0,30193843.200000003
NWE,False,15,20,6.81,0.8,flat,17.76,-5.86,69.45,False,False,False,False,False,True,0,0,False,2,Stage 2 (advance),3,True,2.0,0.8,-3.38,4272414494.7624207,388760.0,26999382.0
NVT,False,0,0,,,,,,151.98,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),55,False,,,10.45,24599168877.68828,1751410.0,266179291.79999998
NXT,False,0,0,,,,,,86.18,False,False,False,False,False,False,0,0,False,3,Stage 3 (top),9,False,,,-24.29,13076050079.904175,1934560.0,166720380.8
OC,False,0,0,,,,,,148.06,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),9,False,,,7.5,11703947811.990051,738540.0,109348232.4
NYT,False,0,0,,,,,,65.69,False,False,False,False,False,False,0,0,False,3,Stage 3 (top),5,False,,,-14.66,10594719158.098755,1878130.0,123374359.7
OGS,False,35,36,17.8,0.99,flat,3.46,-11.7,78.83,False,False,False,False,False,True,1,0,False,3,Stage 3 (top),13,False,,,-10.41,4954959879.193268,408120.0,32172099.599999998
OHI,False,15,24,17.8,1.02,rising,20.4,-9.82,46.61,False,False,False,False,False,True,1,0,False,2,Stage 2 (advance),9,False,,,-3.82,14123436114.944458,1768040.0,82408344.4
NFG,False,45,54,26.18,0.95,rising,0.81,-14.11,82.48,False,False,False,False,False,True,1,0,False,3,Stage 3 (top),8,False,,,-10.24,7839320084.580086,491260.0,40519124.800000004
NEU,False,0,0,,,,,,937.34,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),5,False,,,15.56,8620159447.013794,122800.0,115105352.0
NXST,False,0,22,28.73,0.98,rising,-15.17,-20.27,186.14,True,False,False,False,False,True,1,0,False,4,Stage 4 (decline),7,False,,,-13.78,5734657129.336105,353440.0,65789321.599999994
OKTA,False,0,0,,,,,,135.14,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),10,False,,,27.61,23488327200.016403,2623820.0,354583034.79999995
OGE,False,35,45,20.79,1.01,flat,21.6,-9.82,45.62,False,False,False,False,False,True,1,0,False,3,Stage 3 (top),1,False,,,-8.98,9424238092.28738,1273490.0,58096613.8
OLLI,False,0,0,,,,,,76.07,False,False,False,False,False,False,0,0,False,4,Stage 4 (decline),29,False,,,-33.31,4598681903.991119,1276970.0,97139107.89999999
OLED,False,0,0,,,,,,85.84,False,False,False,False,False,False,0,0,False,4,Stage 4 (decline),37,False,,,-28.86,3945792948.0644226,672250.0,57705940.0
ONB,False,15,25,28.7,1.03,rising,28.77,-5.67,25.81,False,False,False,True,False,True,1,0,False,2,Stage 2 (advance),20,False,,,0.94,9874131495.685577,2997850.0,77374508.5
ORA,False,0,0,,,,,,108.38,False,False,False,False,False,False,0,0,False,4,Stage 4 (decline),1,False,,,-12.26,6665038296.673607,728010.0,78901723.8
P,False,0,0,,,,,,108.55,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),2,True,1.0,1.38,27.84,36082556383.01935,3721190.0,403935174.5
PAG,False,0,0,,,,,,216.87,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),10,False,,,16.86,14240306946.890503,312400.0,67750188.0
ORI,False,35,37,17.37,0.74,rising,0.65,-9.62,41.58,False,False,False,False,False,True,0,0,False,3,Stage 3 (top),18,False,,,-6.17,10038781338.836884,963480.0,40061498.4
PATH,False,0,0,,,,,,16.39,False,False,False,False,False,False,0,0,False,1,Stage 1 (base),4,False,,,14.85,8491990843.504486,71350420.0,1169433383.8
OSK,False,15,25,31.55,1.16,rising,16.43,-8.71,157.09,True,False,False,False,False,True,1,0,False,2,Stage 2 (advance),3,True,2.0,1.27,1.31,9698696944.312286,519520.0,81611396.8
PCTY,False,0,0,,,,,,153.34,False,False,False,False,False,False,0,0,False,1,Stage 1 (base),7,False,,,4.89,8489822237.243652,826270.0,126700241.8
PEGA,False,0,0,,,,,,33.56,False,False,False,False,False,False,0,0,False,4,Stage 4 (decline),26,False,,,-33.79,5517430179.975834,1571180.0,52728800.800000004
ONTO,False,0,0,,,,,,293.33,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),39,False,,,26.64,17929336661.130737,1216250.0,356762612.5
OPCH,False,0,0,,,,,,23.7,False,False,False,False,False,False,0,0,False,4,Stage 4 (decline),16,False,,,-22.3,3549910373.3770714,2074780.0,49172286.0
PEN,False,15,23,6.07,0.49,flat,1.93,-4.07,325.18,False,False,False,False,True,True,0,0,False,3,Stage 3 (top),13,False,,,-5.02,12808651957.463257,224550.0,73019169.0
PFGC,False,15,20,29.55,1.06,rising,32.34,-10.64,104.98,False,False,False,True,False,True,0,0,False,2,Stage 2 (advance),7,False,,,-2.98,16489467273.101814,2116060.0,222143978.8
OZK,False,45,57,23.31,0.87,rising,18.06,-7.07,49.42,False,False,False,False,False,True,1,0,False,2,Stage 2 (advance),11,False,,,-5.75,5388638881.906158,960260.0,47456049.2
PINS,False,0,0,,,,,,23.4,False,False,False,False,False,False,0,0,False,1,Stage 1 (base),8,False,,,-13.52,13251724615.768724,9038460.0,211499964.0
PB,False,45,90,25.92,0.89,rising,9.53,-8.34,72.77,False,False,False,False,False,True,1,0,False,2,Stage 2 (advance),14,False,,,-3.7,8745263222.24456,800600.0,58259662.0
OVV,False,0,0,,,,,,66.82,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),32,False,,,24.97,18482411915.58838,3841440.0,256685020.79999998
PII,False,15,20,33.92,0.84,falling,8.23,-17.43,64.39,True,False,False,False,False,False,0,3,False,2,Stage 2 (advance),7,False,,,-7.8,3664017875.628845,691140.0,44502504.6
PK,False,0,0,,,,,,15.78,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),13,False,,,25.16,3177118793.6368656,4058370.0,64041078.599999994
PLNT,False,0,0,,,,,,54.2,False,False,False,False,False,False,0,0,False,4,Stage 4 (decline),28,False,,,-40.1,4093893698.2271767,2299070.0,124609594.0
OLN,False,0,0,,,,,,18.4,False,False,False,False,False,False,0,0,False,4,Stage 4 (decline),1,False,,,-28.13,2097277772.5191307,2337270.0,43005768.0
PBF,False,0,0,,,,,,73.53,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),9,False,,,69.6,8716014362.271698,2718730.0,199908216.9
PNFP,False,35,49,31.59,0.82,rising,12.02,-7.31,102.26,True,True,False,False,False,True,1,0,False,2,Stage 2 (advance),12,False,,,-1.72,15452778889.211426,867140.0,88673736.4
POST,False,0,25,34.13,1.37,falling,-22.44,-25.53,80.5,True,False,True,False,False,False,3,19,False,4,Stage 4 (decline),16,False,,,-26.97,3648468173.0,1287470.0,103641335.0
POR,False,15,24,13.58,0.95,flat,12.21,-8.3,49.59,False,False,False,False,False,True,0,0,False,3,Stage 3 (top),4,False,,,-7.05,5832167844.545517,998790.0,49529996.1
PR,False,0,0,,,,,,23.75,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),40,False,,,27.8,19891979438.75,8861710.0,210465612.5
PSN,False,0,0,,,,,,49.05,False,False,False,False,False,False,0,0,False,4,Stage 4 (decline),28,False,,,-31.81,5238804494.213951,977680.0,47955204.0
PVH,False,15,21,26.56,0.89,falling,19.77,-22.08,78.5,False,False,False,False,False,False,0,7,False,2,Stage 2 (advance),5,False,,,-8.58,3619485222.0,807850.0,63416225.0
QLYS,False,0,0,,,,,,181.98,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),2,True,1.0,1.14,32.57,6295598134.17421,627850.0,114256143.0
RBC,False,0,0,,,,,,505.63,False,False,False,False,False,False,0,0,False,3,Stage 3 (top),4,False,,,-9.65,16007864203.936157,211410.0,106895238.3
RGA,False,15,21,24.27,0.96,rising,31.65,-3.1,243.13,False,False,False,True,True,True,1,0,False,2,Stage 2 (advance),12,False,,,7.56,15876794130.305786,401620.0,97645870.6
R,False,0,0,,,,,,249.73,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),39,False,,,6.72,9576363181.804504,278660.0,69589761.8
RGEN,False,0,0,,,,,,181.13,False,False,False,False,False,False,0,0,False,1,Stage 1 (base),4,False,,,17.29,10222184307.294556,951690.0,172379609.7
PPC,False,0,0,,,,,,32.25,False,False,False,False,False,False,0,0,False,4,Stage 4 (decline),25,False,,,-19.56,7678999899.0,1836700.0,59233575.0
PRI,False,45,89,32.12,0.93,rising,31.06,-9.61,295.82,False,False,False,False,False,True,0,0,False,2,Stage 2 (advance),11,False,,,-0.65,9104555902.420044,168200.0,49756924.0
RGLD,False,0,0,,,,,,259.01,False,False,False,False,False,False,0,0,False,3,Stage 3 (top),1,False,,,4.93,21945363068.99048,730370.0,189173133.7
RH,False,0,0,,,,,,153.21,False,False,False,False,False,False,0,0,False,4,Stage 4 (decline),1,False,,,-19.29,2899686446.478134,552980.0,84722065.8
RMBS,False,0,0,,,,,,91.24,False,False,False,False,False,False,0,0,False,3,Stage 3 (top),8,False,,,-21.64,9896036426.021019,2051420.0,187171560.79999998
RBA,False,65,58,25.67,1.79,falling,0.06,-27.01,87.02,False,False,False,False,False,True,1,0,False,1,Stage 1 (base),3,False,,,-24.81,16116103378.295898,2396730.0,208563444.6
ROIV,False,0,0,,,,,,36.3,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),50,False,,,30.58,26220324893.411274,5915820.0,214744265.99999997
RLI,False,50,31,33.1,1.02,rising,6.17,-2.29,65.38,True,True,False,True,True,False,1,18,False,2,Stage 2 (advance),1,True,0.0,0.83,2.57,6000116526.53801,645880.0,42227634.4
ROKU,False,0,0,,,,,,157.49,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),20,False,,,27.92,23374504243.099747,2155640.0,339491743.6
RNR,False,0,0,,,,,,323.45,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),12,False,,,2.89,13439960298.075256,227970.0,73736896.5
REXR,False,0,23,23.23,1.06,rising,-15.92,-6.15,37.23,False,False,False,False,False,False,1,17,False,1,Stage 1 (base),6,False,,,-9.64,8301847754.444138,2220490.0,82668842.69999999
RPM,False,35,52,34.51,1.07,rising,6.22,-13.76,108.63,True,False,False,False,False,False,1,17,False,2,Stage 2 (advance),3,True,2.0,1.04,-8.79,13865858739.41803,855760.0,92961208.8
RRX,False,0,0,,,,,,166.15,False,False,False,False,False,False,0,0,False,3,Stage 3 (top),3,False,,,-14.43,11064238295.6055,1352510.0,224719536.5
RS,False,0,0,,,,,,387.89,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),22,False,,,8.05,19803552086.819458,331310.0,128511835.89999999
RYAN,False,0,0,,,,,,43.28,False,False,False,False,False,False,0,0,False,1,Stage 1 (base),8,False,,,-12.24,11071663582.526093,1374030.0,59468018.4
SAIA,False,0,0,,,,,,362.15,False,False,False,False,False,False,0,0,False,3,Stage 3 (top),4,False,,,-9.73,9660224334.690857,444270.0,160892380.5
SAIC,False,30,24,33.29,0.7,rising,29.08,4.09,128.04,True,False,False,True,True,False,0,11,False,2,Stage 2 (advance),11,False,,,14.32,5413123620.919052,352510.0,45135380.4
RYN,False,30,65,26.82,1.35,rising,-2.47,-13.74,21.2,True,False,False,False,False,False,0,14,False,1,Stage 1 (base),9,False,,,-11.56,6375841357.051922,2859640.0,60624368.0
SBRA,False,15,27,23.4,0.98,rising,16.38,-9.1,20.39,False,False,False,False,False,True,1,0,False,2,Stage 2 (advance),9,False,,,-1.92,5208885438.917908,2429590.0,49539340.1
SFM,False,15,21,23.27,0.8,flat,4.6,-14.55,81.08,True,False,False,False,False,False,1,7,False,1,Stage 1 (base),5,False,,,-15.41,7560517605.741501,1419160.0,115065492.8
SEIC,False,0,0,,,,,,109.53,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),12,False,,,15.53,13145700857.95221,500880.0,54861386.4
SGI,False,0,0,,,,,,64.71,False,False,False,False,False,False,0,0,False,4,Stage 4 (decline),17,False,,,-27.38,13612750730.01464,3202270.0,207218891.7
SANM,False,0,0,,,,,,188.89,False,False,False,False,False,False,0,0,False,3,Stage 3 (top),1,False,,,1.61,10124004542.12677,562880.0,106322403.19999999
SAM,False,0,0,,,,,,185.95,False,False,False,False,False,False,0,0,False,4,Stage 4 (decline),12,False,,,-19.46,1913738050.542282,167240.0,31098277.999999996
SITM,False,0,0,,,,,,614.83,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),21,False,,,26.84,18488575577.789307,447860.0,275357763.8
SHC,True,30,21,30.82,1.23,rising,3.17,-1.1,19.57,True,True,True,True,True,True,4,0,False,1,Stage 1 (base),1,False,,,7.14,5584784651.060524,3267310.0,63941256.7
SIGI,False,15,22,34.78,0.93,rising,31.14,-8.48,91.47,False,False,False,True,False,False,0,43,False,2,Stage 2 (advance),14,False,,,-0.42,5448787387.64621,342520.0,31330304.4
SLM,False,0,21,33.21,0.72,rising,-13.66,-6.4,26.46,True,False,False,True,False,True,0,0,False,1,Stage 1 (base),9,False,,,-4.38,4974479827.880859,1838730.0,48652795.800000004
SF,False,20,38,24.52,0.82,rising,-12.17,-9.01,80.96,False,False,False,False,False,True,1,0,False,1,Stage 1 (base),6,False,,,-5.41,12225100246.393784,886470.0,71768611.19999999
SMTC,False,0,0,,,,,,124.09,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),21,False,,,18.66,11559128095.990234,2382500.0,295644425.0
RRC,False,15,24,33.91,0.83,flat,9.66,-14.78,41.06,False,True,False,False,False,True,1,0,False,2,Stage 2 (advance),2,True,1.0,0.64,-3.19,9594881206.809978,2216920.0,91026735.2
SCI,False,45,92,25.9,0.93,rising,4.45,-8.46,83.29,False,True,False,False,False,True,1,0,False,3,Stage 3 (top),5,False,,,-5.18,11351726406.008675,738640.0,61521325.6
SON,False,0,0,,,,,,59.48,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),11,False,,,12.24,5881085133.178616,692040.0,41162539.199999996
SPXC,False,35,31,30.09,0.97,falling,9.35,-17.48,207.2,False,False,False,False,False,True,0,0,False,3,Stage 3 (top),1,False,,,-10.65,10377790039.150085,351120.0,72752064.0
SMG,False,15,28,26.75,1.29,rising,24.52,-19.02,61.01,False,False,False,False,False,False,1,22,False,3,Stage 3 (top),3,False,,,-8.63,3552018819.019203,995580.0,60740335.8
SLAB,False,0,0,,,,,,218.0,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),33,False,,,11.44,7273953898.0,249180.0,54321240.0
SSB,False,45,62,33.92,1.04,rising,18.58,-4.76,106.86,False,False,False,True,True,True,2,0,False,2,Stage 2 (advance),11,False,,,0.61,10362698762.428558,757450.0,80941107.0
SN,False,0,0,,,,,,180.76,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),14,False,,,37.41,25581222930.64534,1644920.0,297335739.2
SLGN,False,35,34,32.81,1.3,rising,14.42,-13.54,42.39,True,False,False,False,False,False,0,36,False,2,Stage 2 (advance),2,True,1.0,0.88,-8.07,4479860763.296814,881580.0,37370176.2
SSD,False,35,35,27.74,0.95,flat,23.24,-11.45,188.77,False,False,False,False,False,False,0,16,False,2,Stage 2 (advance),12,False,,,-5.82,7736678596.245453,238510.0,45023532.7
STRL,False,0,0,,,,,,516.81,False,False,False,False,False,False,0,0,False,3,Stage 3 (top),3,False,,,-1.02,15808451912.901001,540810.0,279496016.09999996
SIRI,False,0,0,,,,,,28.69,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),18,False,,,10.28,9670449282.80314,3830330.0,109892167.7
STWD,False,30,97,20.05,1.45,falling,-6.27,-13.37,16.38,False,False,True,False,False,False,2,13,False,4,Stage 4 (decline),2,False,,,-12.8,6063367090.341854,4386170.0,71845464.6
SWX,False,15,22,8.11,0.92,rising,21.58,-5.27,88.87,False,False,False,False,False,True,1,0,False,2,Stage 2 (advance),56,False,,,-3.92,6438263155.088478,364630.0,32404668.1
SYNA,False,0,0,,,,,,97.66,False,False,False,False,False,False,0,0,False,3,Stage 3 (top),1,False,,,-0.44,3819188395.97406,465380.0,45449010.8
SR,False,20,31,21.23,1.04,flat,-2.12,-14.22,80.92,False,False,False,False,False,True,2,0,False,3,Stage 3 (top),3,False,,,-12.11,4783408234.201218,442390.0,35798198.800000004
TEX,False,0,0,,,,,,66.48,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),38,False,,,3.73,7598664383.69751,896630.0,59607962.400000006
SNX,False,0,0,,,,,,250.14,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),22,False,,,20.68,20000882176.47705,646530.0,161723014.2
TKR,False,0,0,,,,,,125.1,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),42,False,,,12.19,8669034453.161415,972970.0,121718547.0
TCBI,False,15,25,14.56,0.87,flat,13.43,-8.8,98.3,False,False,False,False,False,True,0,0,False,3,Stage 3 (top),1,False,,,-6.03,4273530605.3732452,347800.0,34188740.0
TNL,False,15,26,25.83,1.07,rising,14.85,-9.81,71.69,False,False,False,False,False,True,1,0,False,2,Stage 2 (advance),12,False,,,-4.99,4393312823.264465,629170.0,45105197.3
TOL,False,35,32,31.37,0.77,rising,15.71,-12.32,147.09,False,False,False,False,False,True,0,0,False,2,Stage 2 (advance),10,False,,,-6.42,13748649047.698975,1027910.0,151195281.9
THG,False,15,20,32.74,1.13,rising,40.3,-5.47,223.16,False,False,False,True,False,True,1,0,False,2,Stage 2 (advance),15,False,,,9.33,7770480645.875458,281700.0,62864172.0
TOST,False,0,0,,,,,,36.64,False,False,False,False,False,False,0,0,False,1,Stage 1 (base),8,False,,,3.83,21177919647.216797,8562150.0,313717176.0
ST,False,0,0,,,,,,42.83,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),54,False,,,3.34,6233301235.944122,1403500.0,60111905.0
TLN,False,0,0,,,,,,314.46,False,False,False,False,False,False,0,0,False,1,Stage 1 (base),9,False,,,-23.25,15067117475.7164,956180.0,300680362.79999995
TREX,False,0,0,,,,,,46.83,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),7,False,,,-1.9,4770347034.220734,1517780.0,71077637.39999999
TRU,False,15,21,31.17,0.86,rising,-18.68,-2.04,84.61,True,False,False,True,True,False,1,5,False,1,Stage 1 (base),8,False,,,-1.9,16211276116.94336,1757820.0,148729150.2
TTEK,False,15,22,32.84,1.18,rising,-12.94,1.29,37.0,True,False,False,False,True,False,2,14,False,1,Stage 1 (base),4,False,,,1.39,9473643836.0,2839260.0,105052620.0
THC,False,0,0,,,,,,280.77,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),2,True,1.0,0.61,24.83,22607318745.391846,664800.0,186655896.0
TXRH,False,45,95,33.12,0.84,rising,22.15,-5.46,204.48,False,False,False,False,False,True,0,0,False,2,Stage 2 (advance),10,False,,,5.64,13422256268.031708,837210.0,171192700.79999998
TXNM,False,20,50,7.42,0.74,falling,-1.2,-3.17,57.22,False,False,False,False,True,True,0,0,False,3,Stage 3 (top),11,False,,,-9.43,5896298597.20871,685390.0,39218015.8
STAG,False,35,42,17.91,1.19,falling,7.6,-13.94,36.67,False,False,False,False,False,False,1,5,False,3,Stage 3 (top),3,False,,,-10.87,7070281071.387405,1228400.0,45045428.0
THO,False,0,0,,,,,,79.49,False,False,False,False,False,False,0,0,False,4,Stage 4 (decline),21,False,,,-21.95,4138040468.5634537,565630.0,44961928.699999996
TTMI,False,0,0,,,,,,110.54,False,False,False,False,False,False,0,0,False,3,Stage 3 (top),1,False,,,-3.24,11645263523.009766,2787670.0,308149041.8
UFPI,False,0,26,28.17,1.12,rising,-12.56,-20.07,88.8,True,False,False,False,False,False,1,9,False,4,Stage 4 (decline),2,False,,,-13.15,4898340569.139511,354430.0,31473384.0
UBSI,False,0,0,,,,,,47.81,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),42,False,,,6.04,6512323206.5695,672930.0,32172783.3
TTC,False,0,0,,,,,,99.44,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),3,True,2.0,0.62,4.14,9469625093.45398,514840.0,51195689.6
UGI,False,20,44,22.85,1.27,rising,-6.39,-7.15,37.59,False,False,False,True,False,True,1,0,False,3,Stage 3 (top),1,False,,,-3.56,8062865842.259335,3264560.0,122714810.4
UMBF,False,15,25,34.42,1.06,rising,39.82,-3.23,145.14,False,False,False,True,True,True,1,0,False,2,Stage 2 (advance),14,False,,,6.62,11023387307.84378,501490.0,72786258.6
UTHR,False,0,0,,,,,,513.12,False,False,False,False,False,False,0,0,False,3,Stage 3 (top),2,False,,,-6.56,22008071669.612793,508830.0,261090849.6
VAL,False,0,0,,,,,,87.76,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),1,True,0.0,0.98,9.69,6093686570.650887,1328070.0,116551423.2
USFD,False,0,0,,,,,,109.62,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),11,False,,,15.13,23714174449.430077,2007150.0,220023783.0
VC,False,15,21,30.02,0.83,falling,12.98,-16.55,105.94,True,True,False,False,False,False,0,33,False,2,Stage 2 (advance),9,False,,,-8.45,2828113813.434387,342320.0,36265380.8
VIAV,False,0,0,,,,,,38.9,False,False,False,False,False,False,0,0,False,3,Stage 3 (top),1,False,,,20.93,9598568685.710358,4977460.0,193623194.0
TWLO,False,0,0,,,,,,225.3,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),19,False,,,38.68,34600497534.67438,3194200.0,719653260.0
VNOM,False,0,0,,,,,,45.27,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),1,True,0.0,0.85,1.11,16297435070.827297,1599490.0,72408912.30000001
VLY,False,0,0,,,,,,14.16,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),51,False,,,4.31,7824889915.839134,5183160.0,73393545.6
VNO,False,0,0,,,,,,37.88,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),6,False,,,-0.05,7072973913.719044,1076260.0,40768728.800000004
UNM,False,15,26,31.66,1.07,rising,30.1,-7.17,87.77,False,False,False,True,False,True,1,0,False,2,Stage 2 (advance),18,False,,,1.69,13894587129.034592,1224600.0,107483142.0
VNT,False,0,0,,,,,,32.98,False,False,False,False,False,False,0,0,False,4,Stage 4 (decline),2,False,,,-17.7,4458895938.110352,1669540.0,55061429.199999996
WAL,False,0,26,25.51,0.77,flat,-7.37,-13.85,79.67,True,False,False,False,False,True,0,0,False,1,Stage 1 (base),7,False,,,-10.88,8692065635.110352,942840.0,75116062.8
VFC,False,0,0,,,,,,14.37,False,False,False,False,False,False,0,0,False,4,Stage 4 (decline),3,False,,,-23.18,5649343725.909319,5726120.0,82284344.39999999
WBS,False,0,0,,,,,,77.57,False,False,False,False,False,False,0,0,False,2,Stage 2 (advance),44,False,,,4.85,12568934561.359999,15062835.0,1168424110.9499998
